"setting","date","source","indicator_abbr","indicator_name","dimension","subgroup","estimate","se","ci_lb","ci_ub","population","flag","setting_average","iso3","favourable_indicator","indicator_scale","ordered_dimension","subgroup_order","reference_subgroup","whoreg6","wbincome2024","dataset_id","update"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Manipur",19.2089028731214,0.76074713071579,17.7617601631764,20.7442105126566,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Meghalaya",32.6080295432443,1.28903063215781,30.1337236873565,35.1831919424797,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mizoram",9.73234926995649,0.77181066675596,8.32094688053619,11.3535067531521,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Nagaland",23.4817868911049,0.93991027739774,21.6898485893927,25.3738001755757,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Odisha",35.8380439209871,0.60752009345902,34.6562326747812,37.0373132353969,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Punjab",6.03895715936678,0.33189499871616,5.42029818260566,6.72320881708194,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Rajasthan",31.0513932380412,0.57505033320053,29.9356792760774,32.1895858023496,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Sikkim",4.8313257329792,0.42891054924732,4.05678121709167,5.74489603426905,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Tamil Nadu",7.13610352735132,0.26525528170208,6.63336594273662,7.6738115841932,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Tripura",20.2643314074451,0.95533402269713,18.4562018808708,22.2013722685103,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Uttar Pradesh",40.6896719875776,0.36292829671151,39.9803287779463,41.4029189003037,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Uttarakhand",17.2125217905066,0.69482156529895,15.8930189374811,18.61732580133,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","West Bengal",26.1638438282317,0.73727140667238,24.7447522969505,27.6344342326467,NA,"Survey used to calculate MPI: DHS",27.678063032535,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (2 groups) (0-18+)","0-17 years",0.158289370051037,0.0009797376808844,0.156378524151807,0.160219130807037,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (2 groups) (0-18+)","18+ years",0.102688161556449,0.0006358882427036,0.10144849888384,0.10394122015165,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,1,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","0-9 years",0.191516040051158,0.0011759229182837,0.189221803419781,0.193831443270905,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,1,1,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","10-17 years",0.120028029861626,0.0008812497367547,0.118311481171121,0.121766043975853,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,1,2,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","18-59 years",0.101553378492651,0.0006500130175982,0.100286419778546,0.102834513769393,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,1,3,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Age (4 groups) (0-60+)","60+ years",0.108748284849994,0.0007872445744011,0.10721486581368,0.110300925742596,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,1,4,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Ethnicity, race or caste","No caste/tribe",0.092771,NA,NA,NA,50010889,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Ethnicity, race or caste","None of Scheduled Tribe, Scheduled Caste or Other Backward Classes",0.0664556,NA,NA,NA,307307353,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Ethnicity, race or caste","Other Backward Classes",0.1184055,NA,NA,NA,588106202,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Ethnicity, race or caste","Scheduled Caste",0.1468239,NA,NA,NA,282848475,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Ethnicity, race or caste","Scheduled Tribe",0.2321352,NA,NA,NA,128579910,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Place of residence","Rural",0.161458105657138,0.0009622043828787,0.159581063046027,0.163352935242919,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Place of residence","Urban",0.0384045424416364,0.0008765864191419,0.0367228475034444,0.0401600386145366,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,1,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Andhra Pradesh",0.0631355911092093,0.0021326881073883,0.0590823354903185,0.0674469818170927,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Arunachal Pradesh",0.107604368824622,0.0044785894303663,0.0991359724415296,0.116702441588331,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Assam",0.161543154362812,0.0033741889305149,0.155038514007795,0.168266350913045,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Bihar",0.247498713008465,0.0027374098133641,0.242172488582976,0.252902986950422,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Chhattisgarh",0.152410322201976,0.0030833318804056,0.146464741646051,0.158552423347265,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Delhi",0.0167462487221513,0.0025324774314805,0.0124421408325282,0.0225053451839174,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Goa",0.0203016364283427,0.0036941495582332,0.0141948085084471,0.0289585400155338,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Gujarat",0.0907495238339615,0.0032320076856589,0.0846106642703188,0.0972864469088814,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Haryana",0.0452334170616842,0.0024950914378143,0.0405872496150093,0.0503835171112009,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Himachal Pradesh",0.0303682985506789,0.0019492743426168,0.0267718987399664,0.034430728478458,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Jammu & Kashmir",0.0635354913864002,0.0027771714685822,0.0583047347010798,0.0692010359127475,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Jharkhand",0.207989557344122,0.0031632724669248,0.201857645108731,0.214257737407593,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Karnataka",0.066894341403725,0.0022856200123631,0.0625513753410903,0.0715158379386196,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Kerala",0.0040044821540585,0.0004853434291536,0.0031574242953349,0.0050776269040763,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Madhya Pradesh",0.181343402431225,0.002337231430617,0.176807379441325,0.185969507864607,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Maharashtra",0.0706708781639538,0.0022472230657831,0.0663911396989081,0.0752042762852865,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Manipur",0.077895292146782,0.0033991795438955,0.0714883258780744,0.0848240103629346,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Meghalaya",0.145130535122498,0.0061739218817483,0.13344339881596,0.157655023562929,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Mizoram",0.0440168279875612,0.00397726189108,0.0368474882143513,0.0525050489016057,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Nagaland",0.0980011988080973,0.0044678450586965,0.0895861990663622,0.107113637384325,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Odisha",0.155380950143276,0.00304420217206,0.14950733824864,0.161441513503321,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Punjab",0.0249400741193982,0.0014350500239393,0.0222766829557855,0.0279128083470725,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Rajasthan",0.140521330156413,0.0030542400048894,0.134640984244261,0.146614983703118,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Sikkim",0.0184205579408898,0.0016627920858482,0.0154292282436784,0.0219788831487326,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Tamil Nadu",0.0267556312271141,0.0010693347471294,0.0247376843438237,0.0289333061375581,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Tripura",0.0864989474871809,0.0047196494505975,0.077685141175671,0.0962084193021287,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Uttar Pradesh",0.182078103842044,0.0018201146417963,0.17853780139213,0.185672740868674,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","Uttarakhand",0.0718583926192365,0.003113505652234,0.0659898952318951,0.0782050790819375,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2016","UNDP and OPHI","mpi","Multidimensional Poverty Index","Subnational region","West Bengal",0.109664086598287,0.0033226136177652,0.103319286700423,0.116347962039959,NA,"Survey used to calculate MPI: DHS",0.121678927346692,"IND",0,1,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (2 groups) (0-18+)","0-17 years",21.8167223502677,0.15896746098197,21.5067498674272,22.1299028449643,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (2 groups) (0-18+)","18+ years",13.8522099416912,0.09952609663558,13.6582885677632,14.0484366414695,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,1,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","0-9 years",27.1054616426248,0.19879487988936,26.7175866018713,27.4968548402138,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,1,1,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","10-17 years",15.6862781263155,0.14189049495168,15.410174526456,15.9663949268525,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,1,2,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","18-59 years",13.5759178002505,0.10199865643698,13.3772378864511,13.7770792082634,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,1,3,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Age (4 groups) (0-60+)","60+ years",15.1632890199938,0.12999982088034,14.9102431540783,15.4198511517945,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,1,4,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Place of residence","Rural",21.2376672842472,0.15097869496107,20.9432541408198,21.5350917875384,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Place of residence","Urban",5.51550674638695,0.151678964638,5.22564972301762,5.82045419642133,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,1,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Andhra Pradesh",7.1137852953859,0.28866091345178,6.56836973539307,7.70075752866636,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Arunachal Pradesh",13.2061299709904,0.59367994011046,12.0853411744846,14.4138187431406,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Assam",21.4104571795592,0.55585129632187,20.3411535033251,22.5200811211356,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Bihar",34.6608647662893,0.52272874699735,33.6435469856344,35.6923979087295,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Chhattisgarh",17.8847927737881,0.49478495118457,16.9354886034014,18.875217609174,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Delhi",3.3542813179194,0.33284161802157,2.7597258965482,4.07156445318399,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Goa",1.39379981332695,0.37987785333619,0.81557134522015,2.37217917952472,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Gujarat",14.4021730112444,0.4871641286837,13.4734011629929,15.3835857790429,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Haryana",7.17460134633686,0.35102228178656,6.51630526728757,7.89378487956075,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Himachal Pradesh",5.3102640058972,0.40865429461901,4.56400129204722,6.17065896664309,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Jammu & Kashmir",6.25946440495785,0.36040827955009,5.58916882789818,7.00418314504409,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Jharkhand",30.6030449150637,0.62030310240027,29.4009247999887,31.8321546662463,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Karnataka",8.49785820514311,0.32510331063036,7.88194604849722,9.15711476220811,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Kerala",0.8574502855095,0.10468289312889,0.67481895304925,1.08896661090416,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Madhya Pradesh",23.9624576135769,0.4309207359572,23.128071070424,24.8172280598043,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Maharashtra",8.98805613712266,0.35647140019662,8.31341267022358,9.71164869052245,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Manipur",9.67144307071405,0.62174383895095,8.51949299495431,10.9604904325813,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Meghalaya",27.0190622455572,1.02272808628104,25.0619177715671,29.0697562875596,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Mizoram",5.75036037533488,0.65312029694235,4.59622814734521,7.1725121654935,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Nagaland",17.0562265649335,0.86612194347677,15.4250625062071,18.8214956820698,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Odisha",20.7999719396054,0.55924311635334,19.7251324504346,21.9173893269094,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Punjab",4.70774043773396,0.24344381320465,4.25292806428357,5.20854503704332,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Rajasthan",16.5690937464953,0.41711748829937,15.7676213142994,17.4028883167202,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Sikkim",3.67461113234914,0.50055295031018,2.81006315172058,4.79203239376263,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Tamil Nadu",3.83756157776373,0.18021981773801,3.49952453169796,4.20682789945559,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
"India","2021","UNDP and OPHI","mp_headcount","Incidence of multidimensional poverty (%)","Subnational region","Tripura",15.6999638327557,0.75773336054675,14.2712905005961,17.2428926303578,NA,"Survey used to calculate MPI: DHS",16.392806009097,"IND",0,100,0,0,0,"South-East Asia","Lower middle income","rep_mpi","22 April 2024"
